cluster_id,lab_l,lab_a,lab_b,r,g,b,hex_color,hue_angle,n_products
234,88.46,-27.22,17.38,0.7017,0.9243,0.7373,#b2ebbc,147.4,2
235,79.0,-22.12,19.5,0.653,0.8089,0.6219,#a6ce9e,138.6,10
236,68.34,-36.94,41.38,0.4745,0.7157,0.3464,#78b658,131.8,3
237,68.85,-17.11,34.39,0.624,0.6871,0.4096,#9faf68,116.5,23
238,86.32,-17.61,42.2,0.8275,0.8765,0.5271,#d3df86,112.7,15
239,84.71,-36.43,44.76,0.6639,0.8943,0.4857,#a9e47b,129.1,13
240,88.68,-20.9,29.28,0.7972,0.9118,0.6509,#cbe8a5,125.5,23
241,75.48,-0.32,8.13,0.7521,0.7276,0.6707,#bfb9ab,92.3,143
242,72.88,-4.94,6.65,0.6853,0.7105,0.6532,#aeb5a6,126.6,11
243,69.4,-2.08,13.26,0.6884,0.6658,0.5706,#afa991,98.9,5
244,76.7,-6.5,16.23,0.7425,0.7526,0.6242,#bdbf9f,111.8,39
245,67.42,-6.86,18.55,0.6469,0.6542,0.5123,#a4a682,110.3,34
246,89.3,-3.25,17.61,0.9093,0.8828,0.7484,#e7e1be,100.5,62
247,90.77,-9.13,31.4,0.9169,0.9096,0.659,#e9e7a8,106.2,23
